,Job_Title,Company_Name,Job_Description
1567,Machine Learning Team Lead - (Computer Vision),TensorGraph,"Full Time · Manager · 5-7 Yrs of Exp · Deep Learning · Computer Vision · Machine Learning · Artificial Intelligence · Computer Science · Information Technology (IT) · Computer Engineering · Python - September 30, 2020"
1568,Costing Chief Accountant,Royal Lab,"Full Time · Manager · 10+ Yrs of Exp · Accounting · Cost Accounting · Cost · Finance · Financial Analysis · Financial Management · GAAP · Accounting/Finance - September 29, 2020"
1569,Customer Care Supervisor - Tanta & Mansoura,El Nahar for Medical Solutions,"Full Time · Manager · 5+ Yrs of Exp · Customer Care · Customer Service · Customer Support · Sales · Management · Business · Retail · Planning · Customer Service/Support · Operations/Management - November 5, 2020"
1570,Senior Data Analyst, ,"Full Time · Experienced · 5-10 Yrs of Exp · Data Analysis · Analysis · Information Technology (IT) · Business Administration · Information Technology · Computer Science · Data · English · Business - September 29, 2020"
1571,English Instructor,Engosoft,"Full Time · Experienced · 3-10 Yrs of Exp · teaching · Education · Training · English · TEFL · Marketing · Management · Education/Teaching · Training/Instructor - October 3, 2020"
1572,Retail Sales Manager - Paints (Decorative...,Floortec,"Full Time · Manager · 10-15 Yrs of Exp · Sales · Retail · Retail Sales · Paints · Business · Sales Skills · Sales Planning · Sales Target · Business Development · Sales/Retail - November 22, 2020"
1573,Project Engineer,Swedish Group,"Full Time · Experienced · 5+ Yrs of Exp · Engineering · Interior Design · Project Engineer · Architectural Design · Architecture · Sales · Sales Skills · Sales Target · Engineering Sales · Business - October 7, 2020"
1574,Office Manager, ,"Full Time · Experienced · 4-8 Yrs of Exp · Females Only · Microsoft Office · Office Management · English · MS Office · Communication · Secretary · Administration · Business Administration · Excel - November 12, 2020"
1575,Creative Content Creator, ,"Full Time · Experienced · 3+ Yrs of Exp · Social Media · Marketing · Content · SEO · Creative · Media · Writing · Articles · Writing Skills · Writing/Editorial · Marketing/PR/Advertising - November 12, 2020"
1576,Cost Control Manager,Alkan CIT,"Full Time · Manager · 10-15 Yrs of Exp · Cost Control · Project Management · Civil Engineering · Computer Skills · English · Civil · Cost · Engineering - Construction/Civil/Architecture - November 12, 2020"
1577,Digital Marketing Manager,IPC,"Full Time · Manager · 9-15 Yrs of Exp · Marketing · Digital Marketing · Social Media · Online Marketing · Media · Marketing Campaigns · Project Management · Web Design · Communication · Campaigns - November 12, 2020"
1578,Network Security Engineer,EGID company,"Full Time · Experienced · 4-6 Yrs of Exp · Information Technology (IT) · Networking · Security · CCNP Security · Computer Science · Network Security · Engineering · CCNP · VPN · Network · Computer - October 15, 2020"
1579,ERP Application Administrator - Odoo,Tredco For Engineering Industries,"Full Time · Entry Level · 1-3 Yrs of Exp · Odoo · ERP · Information Technology (IT) · Computer Science · Application Admin · IT/Software Development · Engineering - Telecom/Technology - November 18, 2020"
1580,Projects Manager, ,Full Time · Manager · 10-15 Yrs of Exp · Males Only · Engineering · Project Management · Civil Engineering · Management · PMP · Civil · Steel · Steel Fabrication · Project/Program Management - New
1581,Senior Sales Engineer,TMA For Industrial Supplies,"Full Time · Experienced · 5-7 Yrs of Exp · Males Only · Sales Skills · Sales Target · Engineering · Sales · Microsoft Office · English · Electrical · Mechanical · Electrical Engineering · CRM - November 4, 2020"
1582,SAP FI-CA Consultant,e-finance,"Full Time · Experienced · 5+ Yrs of Exp · SAP · FI-CA · Information Technology (IT) · Computer Science · Configuration · SAP FI · FI · Accounting/Finance · IT/Software Development - November 11, 2020"
1583,Senior Payroll & Personnel Specialist, ,"Full Time · Experienced · 3-5 Yrs of Exp · Personnel · Payroll · Human Resources (HR) · Excel · Recruitment · HR · English · Human Resources · HR Diploma · Communication · Human Resources - November 22, 2020"
1584,Purchasing Executive (Packaging Material),EVA Cosmetics,"Full Time · Experienced · 5-7 Yrs of Exp · Purchasing · Procurement · Packaging · Local Procurement · FMCG · Pharmacy · Cosmetics · Supply Chain · English · Logistics/Supply Chain - October 7, 2020"
1585,Senior Planning Engineer,Kandil Industries,"Full Time · Experienced · 3+ Yrs of Exp · Engineering · Business Administration · Supply Chain · Planning · Production · BOM · English · Project Management · MS Office · Planning Engineering - October 12, 2020"
1586,Bidding Specialist,Alkan CIT,"Full Time · Experienced · 7+ Yrs of Exp · Bidding · Google Analytics · Business Administration · Project Management · Sales · Analysis · Computer Skills · Microsoft Office · Arabic · English - October 5, 2020"
1587,Translation Reviewers -English/Arabic & Vice Versa,db Group,"Full Time · Experienced · 4+ Yrs of Exp · Editing · Translation · Trados · English · Writing · Arabic · Writing/Editorial - November 1, 2020"
1588,Senior UI/UX Designer,PaySky,"Full Time · Experienced · 4+ Yrs of Exp · UI · UX · Design · HTML5 · CSS3 · Information Technology (IT) · Computer Engineering · Computer Science · Adobe Photoshop · Adobe Illustrator · Photoshop - October 3, 2020"
1589,SOC Analyst/Engineer - KSA, ,"Full Time · Experienced · 5+ Yrs of Exp · SOC · CIH · CIR · CSA · Cyber-Security · Security · NIST · NCA · Computer Security · Cyber Security · Computer Science · Information Technology (IT) - October 5, 2020"
1590,Account Manager,Five,"Full Time · Experienced · 2-5 Yrs of Exp · Sales Target · Development · Sales · Sales Skills · Customer Service · Microsoft Office · Management · Microsoft · IT/Software Development - September 27, 2020"
1591,Clinical Operations Manager,TCD MENA,"Full Time · Manager · 5+ Yrs of Exp · Operations · Management · Medicine · CRO · Clinical Research · Clinical Pathology · English · Computer Skills · ICF GCP · FDA · Project Management - October 22, 2020"
1592,Senior Marketing Manager,Al Futtaim,"Full Time · Manager · 10-15 Yrs of Exp · Marketing · Social Media · Digital Marketing · Advertising · Management · Digital · Real Estate · Brand Management · Marketing Plan · Marketing Strategy - October 21, 2020"
1593,Senior Graphic Animator,PanExcel,"Full Time · Manager · 3-6 Yrs of Exp · Graphic Design · Animation · Adobe Photoshop · Adobe Illustrator · Graphics · Design · UI · UX · Web Development · Mobile Applications · Creative/Design/Art - October 29, 2020"
1594,AI Consultant - Freelance/Project, ,"· Experienced · 4-6 Yrs of Exp · AI · Artificial Intelligenca · Big Data · Data Analytics · consulting · IT/Software Development - November 15, 2020"
1595,PLC Electrical Engineer, ,"Full Time · Experienced · 5-7 Yrs of Exp · PLC · Electrical Engineering · Engineering · Mechanical Engineering · PLCs · PLC Programming · Electrical · Programming · CAD - October 26, 2020"
1596,Call Center Agent,Allamna Integrated Solutions,"Full Time · Entry Level · 1-2 Yrs of Exp · Customer Service · Call Center · Customer Support · Customer Care · Communication · Microsoft Office · CRM · Customer Service/Support - October 26, 2020"
1597,Sales Representative,Le Garage Gallery,"Full Time · Entry Level · 1-3 Yrs of Exp · Sales Target · Sales · Sales Skills · Marketing · Luxury · CRM · Customer Service · Social Media · Communication Skills · Sales/Retail - October 26, 2020"
1598,Associate Systems Engineer,Sumerge,"Full Time · Entry Level · 1-3 Yrs of Exp · Systems · DevOps · Gitlab · Jenkins · Docker · Kubernetes · DHCP · DNS · SSL · TCP · UDP · Information Technology (IT) · Microsoft Server · Tomcat - November 2, 2020"
1599,Resident Engineer,eSky IT,"Full Time · Entry Level · 1-2 Yrs of Exp · Males Preferred · Engineering · CCNA · msca · Networking · VDI · Computer Science · Information Technology (IT) · IT/Software Development - November 2, 2020"
1600,Senior Software Engineer,Nana,"Full Time · Manager · 4+ Yrs of Exp · Computer Science · Information Technology (IT) · Software Engineering · HTML · MySQL · Startup · Programming · Python · UI · Agile · javaScript · React - November 12, 2020"
1601,Sales Representative - Software Solutions, ,"Full Time · Entry Level · 1-5 Yrs of Exp · Information Technology (IT) · Sales · Sales Skills · IT Sales · Online Sales · Indoor Sales · Corporate Sales · B2B · Software Products · CRM · Leads - November 5, 2020"
1602,Senior .Net Developer (Backend Developer),GET Group- Egypt,"Full Time · Experienced · 8-9 Yrs of Exp · C# · MVC · Software Development · Information Technology (IT) · Angular.JS · Node.JS · Mongo DB · Software Engineering · Computer Science - November 2, 2020"
1603,Senior Software Quality Control Engineer,BI-Technologies,"Full Time · Experienced · 3-6 Yrs of Exp · QC · Automation · Manualtesting · Information Technology (IT) · Engineering · Telecommunication · Quality Control · Computer Engineering · Computer Science - November 8, 2020"
1604,IT Internship - Alexandria,Sutherland,"Full Time · Entry Level · 0-1 Yrs of Exp · Information Technology (IT) · Computer Science · Communication Skills · Computer Skills · Microsoft Office · Networking · Networks · CCNA · Engineering - November 19, 2020"
1605,Senior PHP Software Engineer - Alexandria,Softxpert Incorporation,"Full Time · Experienced · 3+ Yrs of Exp · PHP · Computer Science · Computer Engineering · PHP Development · OOP · SDLC · GIT · SVN · Information Technology (IT) · Software · Software Engineering - October 28, 2020"
1606,Technical Sales Specialist - IT Security,CrossWorkers,"Full Time · Experienced · 5+ Yrs of Exp · Customer Support · Sales · Sales Skills · Communication Skills · Computer Skills · Operations · Microsoft Office · Information Technology (IT) · IT Sales - November 1, 2020"
1607,Software Tester & QA Engineer,Entrepreware,"Full Time · Entry Level · 1-5 Yrs of Exp · Quality Assurance · Software Testing · Google Compute Engine · Computer Science · Engineering · Software Engineering · Java · AngularJS · MySql · Jasmine - November 17, 2020"
1608,IT Help Desk,Keys Group Services,"Full Time · Entry Level · 1-3 Yrs of Exp · Information Technology (IT) · Computer Hardware · Windows Server 2008 · Networking · Helpdesk · Computer Skills · Installation · Maintenance · Networks - October 26, 2020"
1609,Senior Software Automation Tester - Cairo,Naqla,"Full Time · Experienced · 5+ Yrs of Exp · Males Only · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software Testing · Software · Quality Assurance - November 10, 2020"
1610,Software Business Analyst - ERP,eDoctor Software,"Part Time · Experienced · 3-6 Yrs of Exp · ERP · Software · Business Analysis · Information Technology (IT) · Software Development · English · IT/Software Development · Analyst/Research - October 28, 2020"
1611,Senior Android Developer,Brightbrains,"Work From Home · Experienced · 3+ Yrs of Exp · Android · Information Technology (IT) · Computer Science · Software Development · Java · Android SDK · Software · RESTful · Agile · UI · SDK - October 21, 2020"
1612,Senior iOS Developer,Brightbrains,"Work From Home · Experienced · 4+ Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · iOS · Swift · Git · APIs · UI · RESTful · Software · RESTful APIs · MVVM - October 21, 2020"
1613,Software Tester and QA - Nasr City,Maxycode,"Full Time · Experienced · 3-7 Yrs of Exp · QA · Information Technology (IT) · Software Testing · Communication Skills · Computer Science · Quality Assurance · Quality · IT/Software Development - November 1, 2020"
1614,Software Testing Specialist,PMaestro,Full Time · Entry Level · 1-3 Yrs of Exp · Test · Development · Computer Science · Testing · Information Technology (IT) · Software Testing · Engineering · ISTQB · Automation · Automation Testing - New
1615,Senior Software Engineer,Wadi Degla Group,"Full Time · Experienced · 4-7 Yrs of Exp · Computer Science · Software Development · Information Technology (IT) · Software Engineering · javaScript · HTML · Angular · CSS · SQL · MVC · jQuery - November 12, 2020"
1616,IT Help Desk Team leader - Multinational FMCG..., ,"Full Time · Manager · 3-5 Yrs of Exp · Computer Science · Help Desk · Information Technology (IT) · Telecom · Engineering · Installation · Automation · Office Automation · Troubleshooting · English - November 22, 2020"
1617,IT Specialist,Ideal House,"Full Time · Experienced · 3+ Yrs of Exp · Information Technology (IT) · DHCP · DNS · Installation · Software · Computer Hardware · CCTV · Networks · Computer Maintenance · Help Disk · Maintenance - October 1, 2020"
1618,IT Sales Engineer,cloud4rain,"Full Time · Experienced · 3-5 Yrs of Exp · Information Technology (IT) · Sales Skills · Computer Science · Sales · English · B2B Sales · Software · Marketing · IT/Software Development - October 14, 2020"
1619,IT Director, ,"Full Time · Senior Management · 15+ Yrs of Exp · IT · Information Technology (IT) · Computer Science · Programming · MBA · Computer Engineering · IT/Software Development - November 12, 2020"
1620,Payroll And Personnel Specialist,ProService,"Full Time · Experienced · 2-4 Yrs of Exp · Males Only · Personnel · Payroll · Human Resources (HR) · Human Resources - October 25, 2020"
1621,Office Manager,Premier Services and Recruitment,"Full Time · Manager · 7-10 Yrs of Exp · Microsoft Office · Office Management · Administration · Secretary · Admin · Finance · English · Sales · Business Administration · Operations · MS Office - October 18, 2020"
1622,Microsoft Dynamics AX Operation Manager,CompactSoft International,"Full Time · Manager · 8-10 Yrs of Exp · Operations · Management · Leadership · Communication · English · Finance · Business · Operation · Information Technology · IT/Software Development - October 19, 2020"
1623,Product Manager,Future Group,"Full Time · Manager · 5+ Yrs of Exp · Product Management · Information Technology (IT) · Sales · Social Media · English · Communication Skills · Business · Media · Communication · Technical - November 18, 2020"
1624,UI/UX Designer,Yis Web,"Full Time · Experienced · 2-5 Yrs of Exp · Information Technology (IT) · UI · UX · Computer Science · Design · Sketch · Illustrator · Android · User Interface · Wireframes · XD · Web · iOS - October 26, 2020"
1625,Head Of Marketing,Notion International School,"Full Time · Manager · 7+ Yrs of Exp · Sales · Marketing · Google Drive · Microsoft Office · Social Media · Media · E-marketing · SEO · Advertising · Content Management · Content Marketing - October 12, 2020"
1626,Network Engineer,Qsource,"Full Time · Entry Level · 1-2 Yrs of Exp · Information Technology (IT) · Computer Science · Engineering · CCTV · Networking · English · Computer Engineering · Network Engineering · Installation - October 27, 2020"
1627,Payable Accounting Supervisor,Nile Air,"Full Time · Manager · 7-10 Yrs of Exp · Finance · Payable Supervisor · Accountant · Commerce · MS Office · English · SAP · Financial Analysis · Accounts Payable · Accounting · Accounting/Finance - October 20, 2020"
1628,Business Analysis Officer,Misr Elkheir Foundation,"Full Time · Experienced · 3-5 Yrs of Exp · Financial Analysis · Excel · Finance · Accounting/Finance · Business Development · Analyst/Research - October 20, 2020"
1629,Competitive Intelligence Officer,Misr Elkheir Foundation,"Full Time · Experienced · 3-5 Yrs of Exp · CI · Analysis · Project Management · Planning · Accounting/Finance · Business Development · Analyst/Research - October 20, 2020"
1630,chief of accounts,AlAlamia International,"Full Time · Experienced · 7-9 Yrs of Exp · Accounting · Finance · ERP · CPA · Accounts Payable · Financial Analysis · Accounting/Finance · Banking · Operations/Management - October 20, 2020"
1631,Telecom - Proposal Engineer,Alkan CIT,"Full Time · Experienced · 5+ Yrs of Exp · Bidding · Proposal Engineer · Computer Science · Proposal · Customer Service · Arabic · English · Business Development · Business Development - November 11, 2020"
1632,Office Admin,Arab Bridge,"Full Time · Experienced · 2-8 Yrs of Exp · Microsoft Office · Administration · Office Management · Admin · Management · Communication · Sales · Construction · Administration · Sales/Retail - November 21, 2020"
1633,Sales Executive B2B - Corporate,Egybyte,"Full Time · Entry Level · 1-5 Yrs of Exp · Sales Skills · Sales Target · CRM · Communication · Sales · B2B · Computer Science · Business · English · Computer Skills · ITIL · Business Development - November 22, 2020"
1634,BI Analyst - KSA,SURE International Technology,"Full Time · Experienced · 5+ Yrs of Exp · Tableau · Power BI · BI Analyst · BI Developer · Information Technology · Business Intelligence · Analysis · Business Analysis · DAX · SQL - October 22, 2020"
1635,Farm Manager,Orientals for Urban Development,"Full Time · Manager · 5+ Yrs of Exp · Agriculture · Engineering · Production · Operation · Quality Control · Quality Assurance · Farm · Farm Management · Agriculture Engineering - November 22, 2020"
1636,Real Estate Sales Specialist,Concrete For Real Estate,"Full Time · Experienced · 2-5 Yrs of Exp · Real Estate · Sales Skills · Sales Target · Sales · Communication Skills · English · Advertising · Insurance · Media · Real Estate · Sales/Retail - November 22, 2020"
1637,Customer Service Executive,korAddiction Sports Development & Entertainment,Full Time · Experienced · 2-4 Yrs of Exp · Customer Service · English · Communication · Negotiation · Customer Service/Support - New
1638,Service Operations Executive - Alexandria,Digitec,Full Time · Entry Level · 1-3 Yrs of Exp · Operations · Service · Customer Service/Support · Operations/Management - New
1639,HR Specialist,Affsquare,Full Time · Entry Level · 1-4 Yrs of Exp · Human Resources (HR) · HR · Communication Skills · Microsoft Office · Admin · Management · Office Management · Administration · Human Resources - New
1640,Growth Marketing Manager,Odiggo,"Full Time · Manager · 3-12 Yrs of Exp · Marketing · SEO · Social Media · Digital Marketing · Growth · Management · Demand Generation · Marketing Growth Hacker · Web Analytics · SEM · MBA · CSS3 - November 4, 2020"
1641,Product Manager,Future Group,"Full Time · Manager · 5+ Yrs of Exp · Product Management · Information Technology (IT) · Sales · Social Media · English · Communication Skills · Business · Media · Communication · Technical - November 18, 2020"
1642,Digital Marketing Specialist,Euro Van International,"Full Time · Experienced · 2-3 Yrs of Exp · Marketing · Social Media · Digital Marketing · E-marketing · Media · Marketing/PR/Advertising · Media/Journalism/Publishing - November 5, 2020"
1643,Blockchain Instructor,EPSILON TRAINING CENTER,"Part Time · Entry Level · 1-3 Yrs of Exp · Blockchain · Computer Science · Technology · Bigdata · Cloud · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor - November 10, 2020"
1644,Science Teacher,Nozha Group,"Full Time · Experienced · 3-5 Yrs of Exp · Teaching · Science · Education · Communication Skills · English · Learning · Teacher · Education/Teaching - November 14, 2020"
1645,Senior Digital Media Buyer (Facebook & Google),Edu-Fun,"Full Time · Work From Home · Experienced · 2-3 Yrs of Exp · Digital Marketing · Social Media · Facebook Ads · Google Adwords · Campaigns · Google Analytics · Marketing · Media · Facebook · Digital - November 14, 2020"
1646,Marketing Communications Director (Regional - C...,Pillars,"Full Time · Senior Management · 15+ Yrs of Exp · Marcomm · Marketing · Market Research · Management · Medical · EMEA · Marketing/PR/Advertising · C-Level Executive/GM/Director - October 6, 2020"
1647,Facilities/MEP Manager,EFS,"Full Time · Manager · 10+ Yrs of Exp · Engineering · Mechanical Engineering · Electrical Engineering · MEP · Maintenance · Hospitals · Facility Management · HSEQ · CAFM · BMS - October 5, 2020"
1648,Marketing Manager,Sheikh Alamoud,"Full Time · Part Time · Work From Home · Manager · 5-8 Yrs of Exp · Marketing · Social Media · Market Research · Digital Marketing · SEO · Sales · Business · Writing · Digital · Campaigns - November 19, 2020"
1649,Account Manager - Fashion, ,"Full Time · Experienced · 3-5 Yrs of Exp · Sales · Sales Skills · Customer Service · Account Management · Communication Skills · Account Manager · Business Administration · CRM · Management - October 5, 2020"
1650,Outdoor Sales Engineer,Rockal,"Full Time · Entry Level · 1-2 Yrs of Exp · CRM · Sales Skills · Sales · Engineering · Construction · Market Research · Customer Support · Corporate Sales · Sales Engineering · Sales/Retail - October 5, 2020"
1651,Instructional Designer, ,"Full Time · Experienced · 4-6 Yrs of Exp · Instructional Design · Education · Design · Microsoft Office · HTML · Instructional Designer · Graphic Design · Editing · Training · Teaching - October 7, 2020"
1652,External Affairs Officer,Ahram Security Group,"Full Time · Experienced · 5+ Yrs of Exp · Administration · Skills · External Affairs · Administrative Affairs · Administration - November 8, 2020"
1653,Plant Manager,Grand Plast,"Full Time · Manager · 3+ Yrs of Exp · Engineering · Production · Industrial · English · Management · Manufacturing · Plant · Operations/Management · Manufacturing/Production · Engineering - Other - November 8, 2020"
1654,Material Management Section Head,Egyptian German Automotive,"Full Time · Manager · 7-10 Yrs of Exp · Warehouse · Supply Chain · Logistics · Logistics/Supply Chain - October 28, 2020"
1655,Senior Financial Planning & Analyst,Fresenius Medical Care,"Full Time · Experienced · 2-5 Yrs of Exp · Finance · Accounting · Financial Analysis · CMA · Analysis · CIMA · Forecasting · Planning · Budgeting · Excel · SAP · Commerce · Accounting/Finance - November 10, 2020"
1656,Chief Financial Officer (CFO),AACMI,"Full Time · Manager · 15+ Yrs of Exp · Finance · Accounting · Financial Management · Financial Analysis · CPA · Management · MBA · Financial · Manufacturing · Economics · DBA · Accounting/Finance - November 11, 2020"
1657,Senior Sales Executive (Luxor),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · E-Learning · Education · Negotiation · Digital Education · Sales/Retail - November 12, 2020"
1658,Senior Sales Executive (10th Of Ramadan City),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · Education · E-Learning · Digital Education · Sales/Retail - November 12, 2020"
1659,Senior Sales Executive (15th Of May City),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Target · Sales Skills · E-Learning · Digital Education · Education · Sales/Retail - November 12, 2020"
1660,Senior Content Creator/ Copywriter,Ads Solution,"Full Time · Experienced · 3+ Yrs of Exp · Marketing · Social Media · Content Creation · E-marketing · SEO · Writing · Content · English · WordPress · Arabic · Online Marketing · Media · Research - October 4, 2020"
1661,UX/UI Designer,TurnDigital,"Full Time · Entry Level · 1-3 Yrs of Exp · Computer Science · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Web Design · User Interface · Graphic Design · Design · Applied Arts · CSS - September 30, 2020"
1662,Supply Planner - Alexandria,SAVOLA,"Full Time · Experienced · 4-6 Yrs of Exp · Supply Chain · Logistics · Planning · Logistics/Supply Chain - October 12, 2020"
1663,Operation Manager Associate,Caduceus Lane,"Full Time · Manager · 7+ Yrs of Exp · Management · Administration · Business Development · Microsoft Office · Operations · Business Development · Operations/Management - October 8, 2020"
1664,Chief Credit Control, ,"Full Time · Manager · 10-12 Yrs of Exp · Credit · Accounting · Banking · English · Arabic · Credit Control · Commerce · Business Administration · Accounting/Finance · Banking - October 25, 2020"
1665,Plant Manager, ,"Full Time · Manager · 3+ Yrs of Exp · Engineering · Production · Manufacturing · Management · English · Operations/Management · Manufacturing/Production · Engineering - Other - October 26, 2020"
1666,UX/UI Department Head - New Cairo,ArabDT,"Full Time · Manager · 8-12 Yrs of Exp · UX · UX/UI · Usability · Design · CSS3 · Graffle · Computer Science · Information Technology · Creative/Design/Art · IT/Software Development - October 22, 2020"
1667,Administrative & Operation Manager...,United Group For Engineering And Investment,"Full Time · Manager · 15-20 Yrs of Exp · Administration · Management · Operations · Business Administration · Construction · Export · Planning · English · Business · Communication Skills - October 27, 2020"
1668,Cost Accountant,MTBI-diagnostics,"Full Time · Experienced · 4-6 Yrs of Exp · Cost Accounting · Industrial · Finance · Accounting · Financial Analysis · English · Accounting/Finance - October 28, 2020"
1669,Senior Sales Executive (Assiut),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · Digital Education · E-Learning · Education · Communication · Negotiation · Business · Sales/Retail - October 28, 2020"
1670,Senior Sales Executive (Beni sueif),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · Digital Education · E-Learning · Communication · Negotiation · Presentation · Business · Sales/Retail - October 28, 2020"
1671,Senior Sales Executive (Fayoum),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · E-Learning · Digital Education · Communication · Negotiation · Business · Sales/Retail - October 28, 2020"
1672,Senior Sales Executive (Minya),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · E-Learning · Communication · Negotiation · Business · Education · Digital Education · Sales/Retail - October 28, 2020"
1673,Senior Sales Executive (Qena),Nagwa,"Full Time · Experienced · 3+ Yrs of Exp · Sales · Sales Skills · Sales Target · E-Learning · Education · Communication · Business · Negotiation · Digital Education · Sales/Retail - October 28, 2020"
1674,Sales Engineer,Desklab,"Full Time · Experienced · 2-5 Yrs of Exp · Sales · Autodesk · Revit · BIM · MEP · Inventor · Structural · Sales Skills · Marketing · Business Development · 3ds Max · Business Development - October 28, 2020"
1675,E-Commerce Logistics Specialist - Giza, ,"Full Time · Experienced · 2-3 Yrs of Exp · E-Commerce · Logistics · Social · Social Media · Communication · Marketing · Media · Supply Chain · MS Office · Business · Sales · Analytical - September 27, 2020"
1676,Site Architectural Engineer,Projects House,"Full Time · Experienced · 5-10 Yrs of Exp · Architecture · Drawings · Engineering · Civil Engineering · Construction · CAD · Shop Drawing · Engineering - Construction/Civil/Architecture - September 27, 2020"
1677,BI-Data Analyst,AQARITO,"Full Time · Part Time · Entry Level · 1-3 Yrs of Exp · Analysis · Computer Science · Power BI · SQL · BI · Data Analytics · Business · Business Data · English · Database · Data Analysis - October 26, 2020"
1678,Senior Localization Project Manager,The Translation Gate,"Full Time · Experienced · 3-5 Yrs of Exp · Translation · Project Management · Localization · Project Coordination · Customer Service · Customer Support · saudi soft · arabizer · English - November 3, 2020"
1679,Localization Project Coordinator,The Translation Gate,"Full Time · Entry Level · 1-2 Yrs of Exp · Translation · Business · Microsoft Office · Microsoft Windows · Analysis · Writing · Project Management · Localization · Project Coordination · English - November 4, 2020"
1680,Store Manager,Inca & Co,"Full Time · Shift Based · Manager · 1-3 Yrs of Exp · Retail · Communication Skills · Leadership · Customer Management · Store Management · Sales Skills · Management · Sales · Business - October 21, 2020"
1681,System Admin,YELO,"Full Time · Experienced · 2-4 Yrs of Exp · Information Technology (IT) · Computer Science · System Administration · Administration · Information systems · System Infrastructure · MS Azure · Kaspersky - September 27, 2020"
1682,Project Sales Engineer,SOS HR Solutions,"Full Time · Experienced · 3-5 Yrs of Exp · sales · Engineering · Mechanical · Mechanical Engineering · Industrial Engineering · Industrial Refrigeration · Refrigeration · Sales Skills · English - October 14, 2020"
1683,Senior HR Specialist, ,"Full Time · Experienced · 5-8 Yrs of Exp · Human Resources (HR) · HR · Human Resources · HR Diploma · Recruitment · Communication Skills · Human Resources - October 13, 2020"
1684,Resource Management Team Leader, ,"Full Time · Work From Home · Manager · 2-4 Yrs of Exp · HR · Human Resources · Business Administration · Recruitment · Sourcing · Translation · Localization · Vendor Management · Human Resources - October 21, 2020"
1685,Sales Executive (Mansoura),Aramex International,"Full Time · Experienced · 2-3 Yrs of Exp · Sales Skills · Logistics · Sales · Customer Support · English · Arabic · Account Management · Account Manager · Logistics Sales · Customer Service - October 21, 2020"
1686,SEO Account Manager,Be Digital Agency,"Full Time · Entry Level · 1-2 Yrs of Exp · Marketing · SEO · Digital Marketing · Communication Skills · English · Communication · Management · Social Media · Business Development - November 18, 2020"
1687,Technical Support Engineer,Softec International,"Full Time · Experienced · 3-4 Yrs of Exp · Engineering · Technical Support · Information Technology (IT) · Computer Science · Troubleshooting · Networking · English · SQL · DNS · DHCP - November 18, 2020"
1688,Vendor Management Team Leader, ,"Full Time · Work From Home · Manager · 2-5 Yrs of Exp · Management · Human Resources · Translation · Localization · Recruitment · Administration · Vendor Management · English · Writing - October 12, 2020"
1689,Microsoft System Engineer,Ghalioungui,"Full Time · Experienced · 3+ Yrs of Exp · MCSE · MCSA · CCNA · Information Technology (IT) · Computer Science · Microsoft Cloud · IP Telephony · VMWare · WSUS · WDS · Installation · Maintenance - November 19, 2020"
1690,Senior Graphic Designer,Tabarak Holding,"Full Time · Experienced · 7-10 Yrs of Exp · Illustrator · Graphic · Design · Adobe Photoshop · Adobe Illustrator · Graphic Design · Graphic Designer · Visual Arts · Photoshop · Marketing - September 28, 2020"
1691,Service Engineer, ,"Full Time · Entry Level · 1-3 Yrs of Exp · Electrical Engineering · Engineering · Manufacturing · Maintenance · Customer Service · Information Technology (IT) · Computer Science · Microsoft Office - October 21, 2020"
1692,Sales Agent,Middle East Dental Company,"Full Time · Entry Level · 1+ Yrs of Exp · Customer Service · Sales · Telesales · Customer Care · Call Center · Communication · MS Office · CRM · Medical · Negotiation Skills · Sales Skills - November 22, 2020"
1693,Product Specialist - East Cairo,Docspert,"Full Time · Experienced · 3+ Yrs of Exp · Sales Skills · Pharmacy · Medical · Communication · Sales · Oncology · Representative · Veterinary Medicine · Science · Veterinary · Medicine - October 18, 2020"
1694,Operations Executive Remote Working, ,"Part Time · Experienced · 3-5 Yrs of Exp · management · operation · call center · customer servies · Computer Science · MySQL · Oracle · MSSQL · Management · manage work · Operations/Management - October 18, 2020"
1695,Marketing & Training Coordinator,Heliopolis University,Full Time · Experienced · 4-5 Yrs of Exp · Training · Human Resources (HR) · Human Resources · Coordination · English · Administration · Planning · Media Production · Business Development - New
1696,Creative Content Creator,Clouds Software Solutions,"Full Time · Part Time · Work From Home · Experienced · 3-5 Yrs of Exp · Content · Writing · Social Media · SEO · English · Arabic · Digital · Writing Skills · Research · Creative · Media - November 12, 2020"
