,Job_Title,Company_Name,Skills,Level,Type,Job_Category,Years_of_experience
3178,Technical Support Specialist,Hidden Name," Information Technology (IT) · Linux · Computer Science · Technical Support · Customer Support · English · CSS · CPanel · Installation · WordPress - October 19, 2020",Entry Level,Full Time,Software Engneering ,  0-3 Yrs of Exp
3179,SRE & Support Engineer,Cegedim,"Jira · Saltstack · Jenkins · Linux · Oracle · MongoDB · Bash · Powershell · Python · Groovy · Computer Science · Computer Engineering · SRE - November 16, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3180,Data Analyst,United Distributors," Data Analyst · Data Analysis · Data · Business · Analysis · English · Tableau · IT/Software Development · Analyst/Research - October 26, 2020",Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
3181,Senior Database Administrator,B.Tech," Database · Computer Science · Information Technology (IT) · MCDBA · MTA · Software Engineering · Installation · Database Administrator - November 17, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3182,Senior Quality Control Engineer,AlgorithmZ –Tooli," Quality Control · Software Quality · Testing · Software · Quality · Engineering · SQL · Design · APIs · Computer Science · NoSQL · Mongo BD · Quality - November 12, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3183,UI/UX Designer,BlueCloud," UI · Information Technology (IT) · Software Engineering · Software Development · Computer Science · HTML · CSS · HTML5 · javaScript · UX · Design - November 9, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
3184,Technical Support Officer,Mintra - Misr for Industry and Trade," Technical Support · Microsoft Office · Information Technology (IT) · Computer Science · CCNA · MCSA · Communications · Information System · Computer - November 16, 2020",Entry Level,Full Time,Software Engneering ,  0-2 Yrs of Exp
3185,Senior Creative Art Director,Arabian Systems, · 10-13 Yrs of Exp · Graphic Design · Adobe Illustrator · Marketing · Advertising · Photoshop · InDesign · Graphic · Illustrator · Art · Creative · Adobe Photoshop - New,Manager,Full Time,Software Engneering , Senior Manageme
3186,UI/UX Designs Engineer,NAOS Marketing,"UI · UX · HTML · Design · CSS · javaScript · Information Technology (IT) · Web Development · Computer Science · Angular · React · Backbone.js · Node.js - November 9, 2020",Experienced,Full Time,Software Engneering ,  4+ Yrs of Exp 
3187,Application Integration Engineer,EFG Hermes," Oracle DBA · SQL · XML · JSON · Linux · web logic · Computer Science · Information Technology (IT) · Computer Engineering · Software Development - October 21, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3188,Planning And Cost Control Engineer,MMT,rom Home ·  2-5 Yrs of Exp · Cost Control · Planning · Project Management · Cash Flow · Construction · Engineering · Project Cost Planning · Project - New,Experienced,Full Time And Part Time,Software Engneering ,Part Time · Work
3189,Indoor Sales Consultant For International Markets,citpeak," Indoor Sales · Sales · Sales Skills · Sales Target · Communication Skills · Call Center · Marketing · Telesales · B2B Sales · Software Products · English - October 9, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3190,Senior Graphic Designer,The Portal," Graphic Design · Adobe Creative Suite · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Photo Editing · Photoshop · Illustrator · Creative · Adobe - October 6, 2020",Experienced,Full Time,Software Engneering ,  2-3 Yrs of Exp
3191,Information Security Senior Specialist,Hidden Name, Computer Science · Computer Engineering · Information Technology (IT) · Engineering · Security · Information Security · Computer · Network · CISM - New,Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
3192,Odoo ERP System Administrator,Bingo Global," Odoo · System Administrator · Information Technology (IT) · ERP · Computer Science · LAN · MCSA · System Security · WAN · Python · Networks - November 11, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3193,Technical Analyst - (Applications Support),Interact Technology Solutions,"· Installation · Engineering · Telecommunication · Microsoft Office · MS Project · CAD Drawing · Information Technology (IT) · Networks · Network Administration - November 4, 2020",Experienced,Full Time,Software Engneering ,·  3-5 Yrs of Ex
3194,System & Exchange Admin,Al Rabat," Information Technology (IT) · Computer Science · System Administration · Active Directory · Troubleshooting · Backup · Mail Routing · Microsoft Exchange - October 27, 2020",Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
3195,IT Help Desk Specialist - Alexandria,Zahran Market," Information Technology (IT) · Help Desk · Customer Service · Communication · Software · Hardware · Network · Computer Science · Installation - October 1, 2020",Entry Level,Full Time,IT Category,  0-2 Yrs of Exp
3196,Huawei Ecosystem Business Development Manager,Huawei Technologies Egypt," of Exp · Business Development · Sales · Sales Target · Business · Development · Software Engineering · Networking · javaScript · Python · Objective C · C# · C/C++ - October 15, 2020",Manager,Full Time,Software Engneering , Manager · 3-5 Y
3197,Software Tester - Full Time,Hidden Name,"Information Technology (IT) · Computer Science · Software Testing · Quality Control · Testing · Automation · Performance · Test Cases · Tester · Test Plans - November 18, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3198,IT Consultant,The Address Investments for Real Estate Consultancy," Information Technology (IT) · Computer Science · Computer · Engineering · ERP · CISSP · MCSE · IT/Software Development · Engineering - Telecom/Technology - November 17, 2020",Entry Level,Full Time,IT Category,  1-2 Yrs of Exp
3199,IT Help Desk Specialist,Hidden Name," Males Only · Information Technology (IT) · Help Desk · Computer Science · Engineering · Telecom · Installation · Troubleshooting · Hardware · Troubleshoot - October 7, 2020",Entry Level,Full Time,IT Category,  1-2 Yrs of Exp
3200,Software Engineer - C++,Expandium,"C++ · Software Development · Information Technology (IT) · Computer Science · Jenkins · Dockers · Git · IT/Software Development - November 18, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
3201,Software Engineer,ITIDA,Information Technology (IT) · Computer Science · Software Development · Software Engineering · Software · SQL · C# · Java · ASP.NET · Development · Oracle - New,Entry Level,Full Time,Software Engneering ,  1+ Yrs of Exp 
3202,IT Engineer - Al-Salam University,Hidden Name," Information Technology (IT) · Engineering · Software · Programming · Networking · Networks · Computer Science · Computer Engineering · Communication Skills - October 4, 2020",Experienced,Full Time,IT Category,  5-8 Yrs of Exp
3203,IT Service Desk Engineer (Outsourcing),Interact Technology Solutions," Information Technology (IT) · Computer Science · Engineering · Communications · Desktop Operating Systems · Technical Support · MS SCCM · Print Server - November 16, 2020",Entry Level,Full Time,IT Category,  1-2 Yrs of Exp
3204,Senior Software Engineer,Paymob Solutions," Python · Computer Science · Software Engineering · Framework · Software Development · AWS · Information Technology (IT) · javaScript · Web Services - November 22, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3205,Sr. IT Help Desk,Amiral Holdings Limited,"· Males Only · technical support · Help Desk · Information Technology (IT) · Installation · Computer · Computer Systems · IT · Computer Science - November 3, 2020",Experienced,Full Time,IT Category,  3-15 Yrs of Ex
3206,Associate Software Engineer,Softec International,"Software Development · Software Engineering · Information Technology (IT) · JavaScript · .NET · Programming · C# · Linq · ORM · T-SQL · Visual Studio - November 18, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3207,Front-End Developer (IOS & Android),Skep Home," Information Technology (IT) · Software Development · Front End · UI/UX · UX · iOS · Android · UI · Computer Science · IT/Software Development - November 2, 2020",Entry Level,Full Time,Software Engneering ,  0-3 Yrs of Exp
3208,IT Help Desk Specialist,Teleperformance - Egypt," CCNA · MCSA · Troubleshooting · Installation · Information Technology (IT) · Technical Support · Installation/Maintenance/Repair · IT/Software Development - October 7, 2020",Entry Level,Full Time,IT Category,  0-2 Yrs of Exp
3209,C++ Software Engineer,360Imaging," 1+ Yrs of Exp · C · C++ · C++11 · R&D · Linear Algebra · Mathematics · Computer Vision · Image Processing · GPU Programming · Computational Geometry - November 22, 2020",Entry Level,Full Time,Software Engneering , Work From Home 
3210,Software Technical Lead - Micro-services DevOps,Tocaan," of Exp · Computer Science · Software Development · Software Engineering · Engineering · Information Technology (IT) · AWS · Microservices · Docker · PHP · Software - November 14, 2020",Manager,Full Time,Software Engneering , Manager · 3-7 Y
3211,"Senior Full Stack Developer (Angular,.Net)",Ebtkarat Information Technology,"· Information Technology (IT) · Software Development · Computer Science · Angular · Git · jQuery · MVC · Software Engineering · .NET · Software · React - October 5, 2020",Experienced,Full Time,Software Engneering ,  5-10 Yrs of Ex
3212,Android Software Engineer,Hidden Name," Android · Information Technology (IT) · Computer Science · Software Development · Software · Android Development · Design · Development · Android Design - November 10, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
3213,Software Technical Manager,JRM for Communications,"rs of Exp · Software Development · Computer Science · Software Engineering · Engineering · Software · .NET · Backend · Microservices · Postgresql · Management - November 21, 2020",Manager,Full Time,Software Engneering , Manager · 10-15
3214,IT Help desk,Al-Madina,"Information Technology (IT) · Computer Science · Engineering · Software Engineering · Software · Computer Hardware · CCNA · MCSA · Computer Maintenance - October 19, 2020",Entry Level,Full Time,IT Category,  1+ Yrs of Exp 
3215,Application Engineer,Premier Services and Recruitment,"Mechanical Engineering · Software · Engineering · Communication Skills · Business · ETC · Installation/Maintenance/Repair - November 17, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
3216,Business Analyst,Paynas," Business Analyst · Analysis · Business Analysis · Software Development · Banking · fintech · agile · requirment elicitation · UAT · Requirment analysis - November 6, 2020",Experienced,Full Time,Software Engneering ,  1-3 Yrs of Exp
3217,[CGEG006] DevOps Engineer,Cegedim,"System Administration · Linux · Network Adminstartion · Engineering · Windows Systems · MongoDB · Oracle · PostgreSQL · Python · API · REST · HTTP - October 5, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
3218,Dynamics CRM Senior Specialist,Hidden Name,"CRM · ITSM · Information Technology (IT) · Computer Engineering · SQL · MS Office · Dynamics CRM · Computer Science · Engineering · ITIL - November 18, 2020",Experienced,Full Time,Software Engneering ,  4+ Yrs of Exp 
3219,Export Sales Specialist,Kasr Kabaw Marble,"Sales · Sales Skills · English · Export · Communication · Marketing · Microsoft Office · Logistics · Business Administration · Sales Target · Sales/Retail - November 14, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3220,CTO,Dozzan," · 15+ Yrs of Exp · Computer Science · Information Technology (IT) · AWS · CTO · Technology · Technical · Software Development · Computer · development - November 20, 2020",Manager,Full Time,Software Engneering , Senior Manageme
3221,Oracle Cloud System Administrator,Ghassan Ahmed Alsulaiman for Electronic Services," Information Technology (IT) · System Administration · Cloud · JCS · ICS · SOACS · DBCS · MFT · SaaS · PaaS · Computer Science · Oracle · Installation - November 16, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
3222,Videographer And Video Editor,iPROTK,"Sales · Business · Sales Skills · Sales Target · Business Development · Video Editing · Videography · Adobe After Effects · Creative/Design/Art - October 20, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
3223,Digital Marketing / Social Media Specialist &...,Defy Egypt," Digital Marketing · Social Media · Marketing · Digital · Graphics · Social · Motion Graphics · Media · Motion · Printing · Designer · E-marketing - November 15, 2020",Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
3224,Project Manager,Infinity Business Solutions," of Exp · Project Management · Engineering · Management · Project · Quality · Projects · Contracting · Consulting · Cost · Commercial · Microsoft Office - November 16, 2020",Manager,Full Time,Software Engneering , Manager · 10+ Y
3225,External Audit Manager,Crowe Egypt - Dr Khaled Abdelaziz Hegazy,"of Exp · Quality Assurance · Auditing · Quality Control · Quality · Management · Accounting · Audit · Customer Service · ACCA · CPA · English · Financial Reporting - September 29, 2020",Manager,Full Time,Software Engneering , Manager · 6+ Yr
3226,Marketing Manager,Dexef,"s of Exp · Digital Marketing · Management · Advertising · Media · Market Research · Social Media · Sales · Marketing · Communication Skills · Project Management - November 21, 2020",Manager,Full Time,Software Engneering , Manager · 6-15 
3227,Senior UX Designer,montu,"s of Exp · UX · UI · Design · Wireframes · Mockups · Prototyping · Information Technology (IT) · Software · InVision · Sketch · UX Design · UI Design · Adobe XD - October 9, 2020",Experienced,Full Time And Part Time,Software Engneering ,Part Time ·  5+ 
3228,Marketing Officer - ASDP - Aswan,Aga Khan Foundation," Marketing · Social media · Journalism · Communication · Public relations skills · Communication Skills · Media · Digital Marketing · Social Sciences - October 25, 2020",Experienced,Full Time,Software Engneering ,  2-3 Yrs of Exp
3229,R&D Mechanical Design Engineer,Q Medical Co., Solidworks · Product Design · R&D · Medical Devices · Mechanical Engineering · Mechanical Design · English · Microsoft Office · AutoCAD · SolidWorks - New,Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
3230,Senior ERP SAP Support Specialist,Al Andalous Medical Company," ERP · SAP · Manufacturing · Pharmaceutical · Customer Service · Computer Science · Computer · Science · IS · FI · CO · SD · WM · Computer Engineering - November 11, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3231,E-commerce Digital Marketing Manager - Retail...,Raneen,"s of Exp · Digital Marketing · Retail · E-Commerce · Social Media · Marketing · Sales · Business · Content · Management · SEO · Commerce · Communication - September 30, 2020",Manager,Full Time,Software Engneering , Manager · 5-10 
3232,General Manager,Dexef,"rs of Exp · Males Preferred · Management · Financial Management · Business Analysis · Business Development · Financial Analysis · General Management · Administration - November 14, 2020",Manager,Full Time,Software Engneering , Manager · 10-15
3233,Database Administrator,Ghassan Ahmed Alsulaiman for Electronic Services," Information Technology (IT) · Database · IT · Design · Computer Science · SQL · Oracle · Data Warehouse · Computer Engineering · System Administration - October 7, 2020",Experienced,Full Time,Software Engneering ,  3-4 Yrs of Exp
3234,Graphic Designer,Solkit Egypt," Media Design · Graphic Design · Marketing · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Adobe Dreamweaver · Illustrator · Creative · Photoshop - October 18, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3235,Senior MS Exchange Engineer,"Roaya IT Solutions,","Windows 2003/2008 · SCOM · Software Development · Software · ITIL · PMP · MCSE · VMWare · Linux · Information Technology (IT) · Computer Science · VMware - October 20, 2020",Experienced,Full Time,Software Engneering ,  7+ Yrs of Exp 
3236,Application Support Engineer (Temporary for 11...,EFG Hermes," SQL · SSIS · ETL · ELT · SSRS · OLAP · BI tools · Information Technology. · Computer Engineering · Software Development · Installation/Maintenance/Repair - November 19, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
3237,Junior Proposal Engineer,RMS," Sales · Electrical Engineering · Instrumentation · Engineering · PLC · Automation Sales · Microsoft Office · Indoor Sales · Automation · Gas Analysis - October 13, 2020",Entry Level,Full Time,Software Engneering ,  0-2 Yrs of Exp
3238,Infrastructure Manager,Hidden Name,rs of Exp · Information Technology (IT) · Engineering · Computer Science · Infrastructure · Operations · IT/Software Development · Engineering - Telecom/Technology - New,Manager,Full Time,Software Engneering , Manager · 10-15
3239,Color Separation Specialist,Elif Global,"Design · Adobe Illustrator · Adobe Photoshop · Engineering · Software · Artwork · Packaging · Pre Press · Computer Skills · Adobe CC · Illustrator - November 3, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
3240,Senior Systems Engineer,Bavaria Egypt, Information Technology (IT) · Troubleshooting · Maintenance · Computer Engineering · MPLS · GSM · LAN · WAN · Cisco · DNS · TCP · IP · IT Security - New,Experienced,Full Time,Software Engneering ,  5-7 Yrs of Exp
3241,Senior Technical Support Agent,Expand Cart," Technical Support · Customer Service · Customer Support · Commerce · English · Customer Care · E-commerce · CSS · HTML · Support · Java · Management - October 26, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
3242,Sales Representative,DigitalYard," Sales Skills · Sales · Software Sales · Software · E-Learning · Communication Skills · Negotiation · Software Products · Sales Target · English - November 16, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
3243,Power BI / Solution Owner,Roots Management Consultants," Computer Science · NO-SQL · .Net · Power BI · Data Management · Java · API Getaway · Computer Engineering · DBMS · Query Languages - November 19, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
3244,Junior Network Engineer,Xceed," Engineering · Computer Science · Networks · DHCP · CentOS · AWS · CCNA · ITIL · Telecommunication · Communication · Information Technology (IT) - November 16, 2020",Entry Level,Full Time,Software Engneering ,  0-2 Yrs of Exp
3245,Marketing Representative,Dayrah Solutions," Sales Skills · Marketing · Business Administration · Business · Sales · Sales Target · Media · English · Social Media · Communication - October 21, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3246,Supervisor Network Engineer - Giza,Hidden Name," of Exp · CCNA (Routing and Switching) · CCNP (Routing and Switching) · CCNP (Service Provider) · CCNP (Collaboration) · Software Engineering · Information Technology (IT) - November 11, 2020",Manager,Full Time,Software Engneering , Manager · 3-5 Y
3247,Graphic Design & Media Intern,Nexus Analytica,"hic Design · Video Editing · Media · Design · Graphics · Editing · Adobe Illustrator · Photoshop · Illustrator · Adobe Indesign · Digital Design · Creative - October 19, 2020",Entry Level,Internship,Software Engneering ,Internship ·  Gr
3248,UI/UX Designer,Digital Experts,"Google SketchUp · InVision · Microsoft Visio · HTML · CSS · SCSS · iOS · Android · Design Systems · Adobe Creative Suite · Computer Science · UI - November 22, 2020",Experienced,Full Time,Software Engneering ,  2+ Yrs of Exp 
3249,Senior Build Engineer,Flairstech," DevOps · NodeJS · TeamCity · CI · CD · Jenkins · PowerShell · MSBuild · Computer Science · Engineering · Puppet · ServiceNow · MSCRM · Salesforce SFDX - November 5, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3250,Linux Administrator & DevOps Engineer,Egpay," Information Technology (IT) · Linux · Computer Science · Computer Engineering · Devops · REST · APIs · Git · PCI · ISO27001 · AWS · B2B · B2C · PHP - November 12, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3251,Mechanical Design Engineer,TTC Technologies," Males Only · SolidWorks · AutoCAD · Mechanical Engineering · Design · FEA · Autodesk Inventor · DFMA · Ansys · Mechanical Design · Engineering · CAD - October 22, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3252,Solution Architect / Data & Integration,Hidden Name," Computer Science · Information Technology (IT) · Computer Engineering · Integration · Java · SQL · Engineering · API · API Getaway · Data Lakes · DBMS - November 18, 2020",Entry Level,Full Time,Software Engneering ,  1-4 Yrs of Exp
3253,Scrum Master,buseet," Scrum Master · Agile · Scrum · Automated Testing · Information Technology (IT) · Management · Computer Science · Software · Testing - September 29, 2020",Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3254,Video Editor,Expand Cart, Adobe Photoshop · Adobe After Effects · Editing · Adobe Premiere · Video Editing · After Effects · Photoshop · Video · Video Editor · Digital Technology - New,Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3255,Product (Graphic) Designer - Internship,ElMnassa Innovation & Development,"Yrs of Exp · Information Technology (IT) · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Graphic Design · UI · UX · User Interface · User Experience · ITI - November 20, 2020",Entry Level,Internship,Software Engneering ,Internship ·  0-
3256,Sales Account Manager ( Outdoor ),Egypt Yellow Pages," Sales · Sales Skills · Sales Target · Communication Skills · Communication · Customer Service · Outdoor Sales · Customer Service/Support · Sales/Retail - November 2, 2020",Entry Level,Full Time,Software Engneering ,  0-2 Yrs of Exp
3257,Sales Account Executive,Hidden Name," Sales · Business Development · Marketing · Events · Social Media · Advertising · Microsoft Office · English · MS Office · Account Management · IT - November 17, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
3258,Chief Accountant,Borg EL-Arab Co Bait Food," of Exp · Finance · Financial Management · Accounting · Financial Analysis · ERP · English · FMCG · Microsoft Word · Accounting Software · ERP Systems · Arabic - October 9, 2020",Manager,Full Time,Software Engneering , Manager · 5-7 Y
3259,Data Cabling Site Engineer,QuadraTech for Information Technology," FTTH · Cabling · Site Engineer · Data center · Infrastructure · PON · EPON · GPON · Computer Science · Telecommunication · Engineering · AutoCAD - October 13, 2020",Experienced,Full Time,Software Engneering ,  3-7 Yrs of Exp
3260,Android Tech Lead,QCENTRIS,"of Exp · Android · Azure · Devops · UX · Scrum · Kotlin · Java · IT/Software Development · Engineering - Telecom/Technology - September 29, 2020",Manager,Full Time,Software Engneering , Manager · 8+ Yr
3261,Electrical Project Engineer - HV Transmission...,ENBLOM,"Males Only · Electrical Engineering · Transmission Substations · Electrical Substations · Project Management · Electrical · CAD · MS Office · CAD Software - November 22, 2020",Experienced,Full Time,Software Engneering ,  4+ Yrs of Exp 
3262,Product Design Engineer - (Industrial),Hidden Name, Design · Product Design · Applied Arts · Engineering · Production · Fine Arts · CAD · Sketching · Prototypes · Products · Arts · Creative/Design/Art - New,Experienced,Full Time,Software Engneering ,  2-4 Yrs of Exp
3263,Sales Account Manager ( Outdoor ) - Mansoura...,Egypt Yellow Pages," Sales · Outdoor Sales · Communication Skills · Sales Skills · Sales Target · Account Management · Marketing/PR/Advertising · Sales/Retail - November 4, 2020",Entry Level,Full Time,Software Engneering ,  0-2 Yrs of Exp
3264,Technical Support Engineer,Unlimited Technology,"4 Yrs of Exp · Technical Support · Information Technology (IT) · Computer · Computer Science · Engineering · English · Computer Systems · Science · Systems - November 11, 2020",Experienced,Full Time,Software Engneering , Shift Based ·  
3265,Sales Executive,FTH-industries," Sales · Sales Skills · Sales Target · CRM · Engineering · Architecture · Autocad · Design · Design Software · Sketchup · 3D Max · Business Development - November 3, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3266,Digital Sales Executive,Elegant Group," Sales · Sales Target · Communication Skills · Sales Skills · B2B · Selling · Outdoor Sales · selling Skills · Marketing · Communication · Lead Generation - November 21, 2020",Experienced,Full Time,Software Engneering ,  2-3 Yrs of Exp
3267,Technical Recruiter,LINK Development, Females Only · Human Resources (HR) · Technical Recruitment · Recruitment · Screening · Sourcing · English · Human Resources · IT · Human Resources - New,Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
3268,Technical Support Engineer ( SAP & Web...,Hidden Name,"rom Home ·  5-7 Yrs of Exp · Software Development · SAP Developer · Programmer · WEB and APP developer · Information Technology (IT) · Computer Science · Engineering - October 11, 2020",Experienced,Full Time And Part Time,Software Engneering ,Part Time · Work
3269,Sales Engineer - Architect,Hidden Name,"· Business Development · Marketing · Design · Sales · Interior Design · Architecture · Sales Skills · Product Development · Sales/Retail - November 11, 2020",Experienced,Full Time,Software Engneering ,  5-10 Yrs of Ex
3270,Presales & Projects Manager,AIC - Al Maalim International Co.,"s of Exp · Project Management · Pre Sales Management · Software Development · AIC · Customer Service · Training · Troubleshooting · Sales · Engineering · Presales - November 22, 2020",Manager,Full Time,Software Engneering , Manager · 7-15 
3271,UI/UX Designer,Tech-Hub," Information Technology (IT) · UI · UX · Computer Science · Design · UX Design · Software · javaScript · CSS3 · HTML5 · IT/Software Development - September 27, 2020",Experienced,Full Time,Software Engneering ,  2-3 Yrs of Exp
3272,Network Administrator,Egpay," Information Technology (IT) · VPN · Computer Science · Network Administration · Network Administrator · Engineering · Troubleshooting · Network · Software - September 27, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
3273,Product Manager - Women's Healthcare,dkt Egypt,"of Exp · Marketing · Digital Marketing · Sales · Brand Management · Business Development · Business Planning · Healthcare · Product Management · Project Management - November 9, 2020",Manager,Full Time,Software Engneering , Manager · 2+ Yr
3274,Lab Engineer,Zewail City," Computer Skills · Technical Support · Electrical Engineering · Electronics · Lab · Mechatronics · Linux · English · Maintenance · Engineering - October 5, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3275,HR Implementation Consultant,DIRAC SYSTEMS,"ERP · Finance · Business Administration · Computer Science · Information Technology (IT) · Accounting · System Engineering · HRM · Human Resources (HR) - October 12, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
3276,Financial Manager,Hidden Name,"rs of Exp · Accounting · Financial Management · Microsoft Office · Accounting Software · CMA · Manufacturing · Commerce · Financial Analysis · S.A.P User · Finance - October 21, 2020",Manager,Full Time,Software Engneering , Manager · 10-15
3277,International Sales Team Leader,FLINK Business Soutions," of Exp · Sales Target · Sales Skills · Sales · Real Estate · Sales Management · English · Business Administration · MS Office · Software · Contact Centers - November 15, 2020",Manager,Full Time,Software Engneering , Manager · 3-6 Y
3278,Business Analyst,WebBeds," Business Analysis · Information Technology (IT) · Communication Skills · Travel · Stakeholder Management · Arabic · English · Tourism · Analyst/Research - October 15, 2020",Experienced,Full Time,Software Engneering ,  3-7 Yrs of Exp
3279,Quality Control Engineer,Unionaire Group,"· Quality Control · Mechanical Engineering · Engineering · Quality · Quality Assurance · QA · Quality · Engineering - Mechanical/Electrical - November 18, 2020",Experienced,Full Time,Software Engneering ,  6-20 Yrs of Ex
3280,Associate Infrastructure Consultant (Identity...,BlueCloud," Information Technology (IT) · Computer Science · Computer Engineering · Microsoft Identity Manager · MIM · ITI · FIM · Microsoft Active Directory · MS Lync - November 12, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
3281,Graphics Designer,Atheel CC," Graphic Design · Adobe Photoshop · Design · Adobe Illustrator · Creativity · Creative/Design/Art - November 18, 2020",Entry Level,Full Time,Software Engneering ,  0-3 Yrs of Exp
3282,Oracle Cloud Financial Consultant,SSC Egypt,"Oracle · Information Technology (IT) · Computer Science · Finance · Accounts Payable · Implementation · Oracle Cloud · Consultant · Accounting - November 23, 2020",Experienced,Full Time,Software Engneering ,  5+ Yrs of Exp 
3283,Graphic Designer - Cairo,Mishkat Nour," Graphic Design · Adobe Photoshop · Adobe Illustrator · Design · Arts · Illustrator · Photoshop · Fine Arts · Creative/Design/Art - October 16, 2020",Experienced,Full Time,Software Engneering ,  4-7 Yrs of Exp
3284,D365 Retail Consultant,Ghassan Ahmed Alsulaiman for Electronic Services," AX · Dynamics 365 · MS Power Platform · CDS · MS Cloud Services · Data Management · Business Process Analysis · Modeling · Information Technology (IT) - October 28, 2020",Experienced,Full Time,Software Engneering ,  4-6 Yrs of Exp
3285,Graphic Designer - Portsaid,Mishkat Nour," Graphic Design · Adobe Photoshop · Adobe Illustrator · Design · Fine Arts · Communication Skills · Creative/Design/Art - October 16, 2020",Experienced,Full Time,Software Engneering ,  4-7 Yrs of Exp
3286,Business Analyst,MidEast Communication Systems," Information Technology (IT) · Business Analysis · Analysis · product manager · English · Odoo · Computer Science · Documentation · IT/Software Development - November 16, 2020",Entry Level,Full Time,Software Engneering ,  1-3 Yrs of Exp
3287,Senior Application Deployment & Release...,MTS," Configuration · Installation · SQL · Oracle · Information Technology (IT) · Computer Science · Computer Maintenance · Applicant Tracking Systems · English - October 11, 2020",Experienced,Full Time,Software Engneering ,  3-5 Yrs of Exp
3288,Junior R&D Engineer,3Brothers," Design · R&D · English · Analysis · Eagle · Matlab · Zemax · Solid Works · Engineering · Electrical Engineering · PCB Design · Dip Trace · Proteus - November 9, 2020",Entry Level,Full Time,Software Engneering ,  1-2 Yrs of Exp
3289,Electronics Engineer - C#,Beta Electronics," C# · Engineering · Computer Science · Programming · Electronics · Electronics Engineering · Computer Engineering · IT/Software Development - October 22, 2020",Entry Level,Full Time,Software Engneering ,  1-5 Yrs of Exp
3290,Accountant,Furqan Group for Education & IT," 1+ Yrs of Exp · Accounting · Finance · Financial Analysis · Financial Management · Excel · Accounting Software · zoho · zoho books · English - November 15, 2020",Entry Level,Full Time,Software Engneering , Work From Home 
3291,Social Media Specialist,Maxycode," Social Media · Marketing · E-marketing · Media · English · Skills · GCC · Software · Marketing/PR/Advertising · Media/Journalism/Publishing - November 17, 2020",Experienced,Full Time,Software Engneering ,  2-5 Yrs of Exp
3292,Senior SAP Consultant - SD/Basis/HCM SAP Solutions,Intercom Enterprises,"SAP · Computer Science · SD · HCM · Business Processes · Maintenance · Software Deveopement · Telecom · Information Technology · Engineering - October 28, 2020",Experienced,Full Time,Software Engneering ,  3+ Yrs of Exp 
